input,output,hint,weight,color
tiàu oán,吊遠,,809,
tiàuⁿ,tiàuⁿ,,0,
tiàⁿ,tiàⁿ,,700,
tiàⁿ,椗,,818,
tiàⁿ,錠,,817,
tiá,tiá,,0,
tiám,tiám,,735,
tiám,点,,890,
tiám,點,,891,
tiám cheng,tiám cheng,,727,
tiám cheng,点鐘,,835,
tiám cheng,點鐘,,836,
tiám cheng á,tiám-cheng-á,,713,
tiám cheng á,点鐘仔,,821,
tiám cheng á,點鐘仔,,822,
tiám sim,tiám-sim,,700,
tiám sim,点心,,808,
tiám sim,點心,,809,
tiám á ka,tiám-á-ka,,700,
tiám á ka,tám-á-ka,,700,
tiám á ka,点仔膠,,808,
tiám á ka,點仔膠,,809,
tián,tián,,713,
tián,典,2+,991,
tián,展,,848,
tián lám,tián-lám,,713,
tián lám,展覧,,822,
tián lám,展覽,,822,
tián lám hōe,tián-lám-hōe,,700,
tián lám hōe,展覧會,,809,
tián lám hōe,展覽會,,809,
tiáng,tiáng,,0,
tiáng,長,,489,
tiáu,tiáu,,0,
tiáuⁿ,tiáuⁿ,,0,
tiáⁿ,tiáⁿ,,0,
tiáⁿ,鼎,,297,
tiâ,tiâ,,0,
tiâm,tiâm,,0,
tiâm,恬,,484,
tiân,Tiân,,700,
tiân,tiân,,0,
tiân,㕓,,107,
tiân,厘,,90,
tiân,塡,,99,
tiân,填,,90,
tiân,田,,825,
tiân chhoan,Tiân-chhoan,,700,
tiân chhoan,田村,,809,
tiân iá,tiân-iá,,700,
tiân iá,田野,,809,
tiân tiong,Tiân-tiong,,713,
tiân tiong,田中,,822,
tiâng,tiâng,,0,
tiâng,長,,485,
tiâu,tiâu,,737,
tiâu,朝,1+5+,987,
tiâu,条,,84,
tiâu,條,,917,
tiâu,椆,,638,
tiâu,稠,,638,
tiâu,調,,486,
tiâu,迢,,67,
tiâu bé,Tiâu-bé,,700,
tiâu bé,朝馬,,809,
tiâu cha,tiâu-cha,,700,
tiâu cha,調查,,809,
tiâu iáng,tiâu-iáng,,700,
tiâu iáng,調養,,809,
tiâu ióng,tiâu-ióng,,700,
tiâu ióng,調養,,809,
tiâu kiāⁿ,tiâu-kiāⁿ,,727,
tiâu kiāⁿ,條件,,836,
tiâu sián,Tiâu-sián,,700,
tiâu sián,朝鮮,,809,
tiâu ti̍t,tiâu-ti̍t,,713,
tiâu ti̍t,條直,,822,
tiâuⁿ,tiâuⁿ,,0,
tiâⁿ,tiâⁿ,,0,
tiâⁿ,呈,,75,
tiâⁿ,程,,275,
tiãu,兆,,474,
tiãu,肇,,66,
tiò,tiò,,0,
tiò,鬦,,116,
tiò,鬪,,532,
tiò,鬬,,114,
tiò hî,tiò hî,,713,
tiò hî,釣魚,,822,
tiò koaⁿ,tiò-koaⁿ,,713,
tiò koaⁿ,釣竿,,813,
tiòng,tiòng,,700,
tiòng,中,,825,
tiòng,帳,,506,
tiòng,漲,,106,
tiòng,脹,,106,
tiò͘,tiò͘,,0,
tió,tió,,0,
tió,斗,,474,
tióng,tióng,,0,
tióng,長,,489,
tióng ló,tióng-ló,,700,
tióng ló,長老,,809,
tióng sêng,tióng-sêng,,700,
tióng sêng,長成,,809,
tióng tī,Tióng-tī,,700,
tióng tī,長治,,809,
tió͘,tió͘,,0,
tiô,tiô,,700,
tiô,投,,474,
tiô,趒,,615,
tiô,長,,285,
tiô chiu,Tiô-chiu,,713,
tiô chiu,潮州,,822,
tiô hì,tiô hì,,700,
tiô hì,趒戱,,809,
tiô hì,趒戲,,808,
tiô iûⁿ,Tiô-iûⁿ,,700,
tiô iûⁿ,潮洋,,809,
tiô iûⁿ,潮陽,,801,
tiông,tiông,,0,
tiông,場,,504,
tiông,重,,486,
tiông,長,,485,
tiông kiā,Tiông-kiā,,700,
tiông kiā,長崎,,809,
tiông kok chhoan,Tiông-kok-chhoan,,700,
tiông kok chhoan,長谷川,,809,
tiông kî,Tiông-kî,,700,
tiông kî,長崎,,809,
tiô͘,tiô͘,,0,
tiõng,重,,486,
tiù,tiù,,0,
tiù,昼,,97,
tiù,晝,,506,
tiùⁿ,tiùⁿ,,700,
tiùⁿ,帳,,306,
tiùⁿ,漲,,835,
tiùⁿ,脹,,827,
tiú,tiú,,0,
tiúⁿ,tiúⁿ,,0,
tiúⁿ,長,,289,
tiúⁿ ló,tiúⁿ-ló,,713,
tiúⁿ ló,長老,,822,
tiû,tiû,,0,
tiû,筹,,66,
tiû,籌,,75,
tiû pī,tiû-pī,,700,
tiû pī,籌備,,809,
tiû tî,tiû-tî,,700,
tiû tî,躊躇,,809,
tiû tû,tiû-tû,,713,
tiû tû,躊躇,,822,
tiûⁿ,tiûⁿ,,713,
tiûⁿ,場,,863,
tiûⁿ bīn,tiûⁿ-bīn,,713,
tiûⁿ bīn,場面,,822,
tiûⁿ tē,tiûⁿ-tē,,700,
tiûⁿ tē,場地,,809,
tiûⁿ tōe,tiûⁿ-tōe,,700,
tiûⁿ tōe,場地,,809,
tiā,tiā,,0,
tiām,tiām,,713,
tiām,店,,632,
tiām,店,3+7,1003,
tiām,沾,,631,
tiām tiām,tiām-tiām,,727,
tiām tiām,店店,,636,
tiām tiām,沾沾,,635,
tiān,tiān,,727,
tiān,佃,,99,
tiān,殿,,490,
tiān,田,,77,
tiān,電,,862,
tiān,靛,,66,
tiān hong,tiān-hong,,713,
tiān hong,電風,,822,
tiān hé,tiān-hé,,723,
tiān hé,電火,,832,
tiān hé pho̍k á,tiān-hé pho̍k-á,,700,
tiān hé pho̍k á,電火博仔,,809,
tiān hóe,tiān-hóe,,727,
tiān hóe,電火,,836,
tiān hóe pho̍k á,tiān-hóe pho̍k-á,,700,
tiān hóe pho̍k á,電火博仔,,809,
tiān iáⁿ,tiān-iáⁿ,,727,
tiān iáⁿ,電影,,836,
tiān ko,tiān-ko,,700,
tiān ko,電鍋,,805,
tiān kong,tiān-kong,,713,
tiān kong,電光,,822,
tiān lâu thui,tiān lâu-thui,,700,
tiān lâu thui,電樓梯,,809,
tiān lêng,tiān-lêng,,713,
tiān lêng,電鈴,,822,
tiān náu,tiān-náu,,713,
tiān náu,電腦,,822,
tiān oe,tiān-oe,,700,
tiān oe,電碢,,806,
tiān oe,電鍋,,805,
tiān sī,tiān-sī,,727,
tiān sī,電視,,836,
tiān thui,tiān-thui,,727,
tiān thui,電梯,,836,
tiān tâi,tiān-tâi,,713,
tiān tâi,電台,,822,
tiān ōe,tiān-ōe,,737,
tiān ōe,電話,,846,
tiān ōe hoan,tiān-ōe hoan,,713,
tiān ōe hoan,tiān-ōe-hoan,,709,
tiān ōe hoan,電話番,,822,
tiāng,tiāng,,0,
tiāng hu,tiāng-hu,,700,
tiāng hu,丈夫,,809,
tiāu,-tiāu,,713,
tiāu,tiāu,,713,
tiāu,兆,,633,
tiāu,肇,,66,
tiāu,調,,868,
tiāu,趙,,106,
tiāu cha,tiāu-cha,,713,
tiāu cha,調查,,822,
tiāuⁿ,tiāuⁿ,,0,
tiāⁿ,tiāⁿ,,700,
tiāⁿ,定,,287,
tiāⁿ,椗,,818,
tiāⁿ,錠,,817,
tiāⁿ tio̍h,tiāⁿ-tio̍h,,713,
tiāⁿ tio̍h,定着,,893,
tiāⁿ tiāⁿ,tiāⁿ-tiāⁿ,,735,
tiāⁿ tiāⁿ,定定,,844,
tiă,tiă,,0,
tiăm,tiăm,,0,
tiăn,tiăn,,0,
tiăng,tiăng,,0,
tiău,tiău,,0,
tiăuⁿ,tiăuⁿ,,0,
tiăⁿ,tiăⁿ,,0,
tiō,Tiō,,713,
tiō,tiō,,746,
tiō,着,,726,
tiō,竇,,67,
tiō,荳,,82,
tiō,讀,,96,
tiō,豆,,491,
tiō,趙,,863,
tiō sī,tiō sī,,713,
tiō sī,着是,,673,
tiōng,tiōng,,700,
tiōng,仲,,487,
tiōng,重,,825,
tiōng hu,tiōng-hu,,700,
tiōng hu,丈夫,,809,
tiōng iàu,tiōng-iàu,,713,
tiōng iàu,重要,,822,
tiōng tiám,tiōng-tiám,,713,
tiōng tiám,重点,,821,
tiōng tiám,重點,,822,
tiō͘,tiō͘,,0,
tiŏ,tiŏ,,0,
tiŏng,tiŏng,,0,
tiŏ͘,tiŏ͘,,0,
tiũ,宙,,486,
tiũ,稻,,289,
tiũ,紂,,88,
tiū,tiū,,0,
tiū,住,,273,
tiū,宙,,486,
tiū,稻,,289,
tiū,紂,,88,
tiū á,tiū-á,,713,
tiū á,稻仔,,822,
tiūⁿ,tiūⁿ,,0,
tiūⁿ lâng,tiūⁿ-lâng,,713,
tiūⁿ lâng,丈人,,822,
tiūⁿ ḿ,tiūⁿ-ḿ,,713,
tiūⁿ ḿ,丈姆,,822,
tiŭ,tiŭ,,0,
tiŭⁿ,tiŭⁿ,,0,
ti̍h,ti̍h,,0,
ti̍h,池,5+8,974,
ti̍h,治,7+8,1005,
ti̍hⁿ,ti̍hⁿ,,0,
ti̍p,ti̍p,,0,
ti̍p,蟄,,69,
ti̍t,ti̍t,,727,
ti̍t,值,,508,
ti̍t,直,,882,
ti̍t,蟄,,69,
ti̍t bu̍t,植物,,809,
ti̍t bîn,植民,,809,
ti̍t bîn,殖民,,808,
ti̍t chiap,ti̍t-chiap,,713,
ti̍t chiap,直接,,822,
ti̍t liu liu,ti̍t liu-liu,,713,
ti̍t liu liu,直鰍鰍,,622,
ti̍t ti̍t,ti̍t-ti̍t,,732,
ti̍t ti̍t,直直,,841,
ti̍t á,ti̍t-á,,700,
ti̍t á,侄仔,,808,
ti̍t á,姪仔,,809,
tiⁿ,tiⁿ,,729,
tiⁿ,甜,,894,
tiⁿ but but,tiⁿ but-but,,713,
tiⁿ but but,甜勿勿,,622,
tiⁿ liāu,tiⁿ-liāu,,713,
tiⁿ liāu,甜料,,822,
tng,tng,,732,
tng,当,,99,
tng,當,,892,
tng leh,tng teh,,713,
tng leh,當塊,,822,
tng tang sî,tng-tang-sî,,713,
tng tang sî,當冬時,,622,
tng teh,tng teh,,727,
tng teh,當塊,,836,
tngh,tngh,,0,
tn̂g,tn̂g,,731,
tn̂g,唐,,288,
tn̂g,堂,,285,
tn̂g,長,,876,
tn̂g kang,tn̂g-kang,,700,
tn̂g kang,長工,,809,
tn̂g lò lò,tn̂g lò-lò,,700,
tn̂g lò lò,長躼躼,,809,
tn̂g soaⁿ,Tn̂g-soaⁿ,,713,
tn̂g soaⁿ,唐山,,822,
tn̂g soaⁿ kong,Tn̂g-soaⁿ kong,,700,
tn̂g soaⁿ kong,唐山公,,809,
tn̂g soaⁿ má,Tn̂g-soaⁿ má,,700,
tn̂g soaⁿ má,唐山媽,,809,
tn̂g tō͘,tn̂g-tō͘,,700,
tn̂g tō͘,腸肚,,809,
tn̄g,tn̄g,,713,
tn̄g,撞,,615,
tn̄g,断,,89,
tn̄g,斷,,858,
tn̄g sòaⁿ,tn̄g sòaⁿ,,713,
tn̄g sòaⁿ,斷線,,822,
tn̆g,tn̆g,,0,
tn̍gh,tn̍gh,,0,
to,to,,745,
to,刀,,925,
to,多,,505,
to,都,,926,
to chêng,to-chêng,,700,
to chêng,多情,,809,
to goân,to-goân,,713,
to goân,多元,,822,
to siā,to-siā,,730,
to siā,多謝,,839,
to sò͘,to-sò͘,,713,
to sò͘,多數,,822,
to tiân,To-tiân,,700,
to tiân,多田,,809,
to to,to-to,,700,
to to,多多,,809,
to á,to-á,,713,
to á,刀仔,,838,
toa,toa,,0,
toah,toah,,0,
toahⁿ,toahⁿ,,0,
toai,toai,,0,
toaih,toaih,,0,
toaihⁿ,toaihⁿ,,0,
toaiⁿ,toaiⁿ,,0,
toak,toak,,0,
toan,toan,,0,
toan,端,,485,
toang,toang,,0,
toat,toat,,0,
toat,輟,,487,
toa̍h,toa̍h,,0,
toa̍hⁿ,toa̍hⁿ,,0,
toa̍ih,toa̍ih,,0,
toa̍ihⁿ,toa̍ihⁿ,,0,
toa̍k,toa̍k,,0,
toa̍t,toa̍t,,0,
toaⁿ,toaⁿ,,713,
toaⁿ,单,1+7,981,
toaⁿ,單,,888,
toaⁿ,單,1+7,985,
toaⁿ,端,,285,
toaⁿ toaⁿ,toaⁿ-toaⁿ,,700,
toaⁿ toaⁿ,單單,,809,
toe,toe,,0,
toeh,toeh,,0,
toehⁿ,toehⁿ,,0,
toe̍h,toe̍h,,0,
toe̍hⁿ,toe̍hⁿ,,0,
toeⁿ,toeⁿ,,0,
toh,Toh,,713,
toh,toh,,713,
toh,刀,,883,
toh,卓,,868,
toh,叨,,884,
toh,搭,,893,
toh,棹,,868,
toh kin,toh-kin,,713,
toh kin,卓巾,,822,
toh kin,棹巾,,822,
toh kun,toh-kun,,709,
toh kun,卓巾,,818,
toh kun,棹巾,,818,
toh téng,toh-téng,,713,
toh téng,卓頂,,822,
toh téng,棹頂,,822,
toh á,toh-á,,727,
toh á,卓仔,,836,
toh á,棹仔,,836,
toh á téng,toh-á-téng,,713,
toh á téng,卓仔頂,,822,
toh á téng,棹仔頂,,822,
tok,tok,,0,
tok,卓,,555,
tok,琢,,498,
tom,tom,,700,
tom,丼,,635,
tong,tong,,0,
tong,冬,,489,
tong,当,,99,
tong,東,,489,
tong,當,,508,
tong chho͘,tong-chho͘,,713,
tong chho͘,當初,,822,
tong jiân,tong-jiân,,728,
tong jiân,當然,,837,
tong kim,tong-kim,,700,
tong kim,當今,,809,
tong sî,tong-sî,,700,
tong sî,當時,,809,
tong tāi,tong-tāi,,700,
tong tāi,當代,,809,
top,top,,0,
toài,toài,,0,
toàiⁿ,toàiⁿ,,0,
toàn,toàn,,0,
toàn,煅,泉音,74,
toàn,鍛,泉音,78,
toàn tēng,toàn-tēng,,700,
toàn tēng,斷定,,809,
toàng,toàng,,0,
toái,toái,,0,
toáiⁿ,toáiⁿ,,0,
toán,toán,,0,
toán,短,,485,
toáng,toáng,,0,
toâi,toâi,,0,
toâiⁿ,toâiⁿ,,0,
toân,toân,,0,
toân,傳,,488,
toân,團,,484,
toâng,toâng,,0,
toãn,斷,,498,
toā to sò͘,toā to-sò͘,,713,
toā to sò͘,大多數,,822,
toāi,toāi,,0,
toāiⁿ,toāiⁿ,,0,
toān,Toān,,713,
toān,toān,,0,
toān,傳,,88,
toān,斷,,498,
toān,段,,848,
toān choa̍t,toān-choa̍t,,700,
toān choa̍t,斷絶,,809,
toāng,toāng,,0,
toăi,toăi,,0,
toăiⁿ,toăiⁿ,,0,
toăn,toăn,,0,
toăng,toăng,,0,
to̍h,tio̍h,,742,
to̍h,to̍h,,713,
to̍h,灱,,872,
to̍h,着,,722,
to̍h sī,tio̍h sī,,700,
to̍h sī,着是,,660,
to̍k,to̍k,,713,
to̍k,毒,,858,
to̍k,浊,,74,
to̍k,濁,,483,
to̍k,瀆,,66,
to̍k,牘,,85,
to̍k,独,,97,
to̍k,獨,,506,
to̍k chôa,to̍k-chôa,,700,
to̍k chôa,毒蛇,,809,
to̍k li̍p,to̍k-li̍p,,727,
to̍k li̍p,獨立,,836,
to̍k sin,to̍k-sin,,713,
to̍k sin,獨身,,822,
to̍p,to̍p,,0,
to̍͘h,to̍͘h,,0,
to̍͘hⁿ,to̍͘hⁿ,,0,
to̤,to̤,,0,
to̤,堆,,67,
to̤e,to̤e,,0,
to̤eh,to̤eh,,0,
to̤h,to̤h,,0,
to̤h,塊,3+49,1008,
to̤̍eh,to̤̍eh,,0,
to̤̍h,to̤̍h,,0,
to͘,to͘,,0,
to͘,多,,505,
to͘,都,,487,
to͘ chhī,to͘-chhī,,713,
to͘ chhī,都市,,822,
to͘ ha̍p,to͘-ha̍p,,700,
to͘ ha̍p,都合,,809,
to͘ hōe,to͘-hōe,,713,
to͘ hōe,都會,,822,
to͘h,to͘h,,0,
to͘hⁿ,to͘hⁿ,,0,
to͘ⁿ,to͘ⁿ,,0,
tu,tu,,713,
tu,株,,688,
tu,株,1+23478,997,
tu,猪,,92,
tu,誅,,488,
tu bah,猪肉,,809,
tuh,tuh,,700,
tuh,株,,623,
tuh,株,1+23478,997,
tuh,椊,,622,
tuh ku,tuh-ku,,713,
tuh ku,株亀,,622,
tuh ku,株龜,,622,
tuh ku,椊亀,,621,
tuh ku,椊龜,,621,
tuh tuh,tuh-tuh,,700,
tuh tuh,株株,,604,
tuh tuh,椊椊,,603,
tui,tui,,0,
tui,堆,,67,
tui kiû,tui-kiû,,713,
tui kiû,追求,,822,
tuih,tuih,,0,
tuihⁿ,tuihⁿ,,0,
tuiⁿ,tuiⁿ,,0,
tun,tun,,700,
tun,屯,135+7+,998,
tun,敦,,842,
tun,窀,,93,
tun,鈍,,841,
tut,tut,,0,
tu̍h,tu̍h,,700,
tu̍h,株,,665,
tu̍h,株,1+23478,997,
tu̍h lān,tu̍h lān,,727,
tu̍h lān,tu̍h-lān,,700,
tu̍h lān,株玍,,636,
tu̍ih,tu̍ih,,0,
tu̍ihⁿ,tu̍ihⁿ,,0,
tu̍t,tu̍t,,0,
tu̍t,突,,491,
tṳ,tṳ,,0,
tṳ,猪,,92,
tṳh,tṳh,,0,
tṳihⁿ,tṳihⁿ,,0,
tṳiⁿ,tṳiⁿ,,0,
tṳn,tṳn,,0,
tṳt,tṳt,,0,
tà,tà,,0,
tà,罩,,82,
tài,tài,,0,
tài,代,137+,987,
tài,帶,,493,
tài,戴,,488,
tài liām,tài-liām,,713,
tài liām,帶念,,822,
tài piáu,tāi-piáu,,700,
tài piáu,代表,,800,
tài soe,tài soe,,700,
tài soe,帶衰,,809,
tàiⁿ,tàiⁿ,,0,
tàiⁿ,店,,103,
tàm,tàm,,0,
tàn,tàn,,713,
tàn,擲,,661,
tàn,旦,,662,
tàn,旦,3+,974,
tàn,誕,,474,
tàn hiat ka̍k,tàn hiat-ka̍k,,713,
tàn hiat ka̍k,擲血捔,,621,
tàn hiat ka̍k,旦血捔,,622,
tàn sak,tàn-sak,,700,
tàn sak,擲捒,,608,
tàn sak,旦捒,,609,
tàng,tàng,,0,
tàu,tàu,,737,
tàu,斗,2+358,974,
tàu,昼,,826,
tàu,晝,,825,
tàu,罩,,82,
tàu,閗,,917,
tàu,鬥,,918,
tàu saⁿ kāng,tàu saⁿ-kāng,,727,
tàu saⁿ kāng,閗相共,,835,
tàu saⁿ kāng,鬥相共,,836,
tàu té,tàu-té,,731,
tàu té,閗底,,839,
tàu té,鬥底,,840,
tàu tí,tàu-tí,,713,
tàu tí,閗底,,821,
tàu tí,鬥底,,822,
tàu tóe,tàu-tóe,,727,
tàu tóe,閗底,,835,
tàu tóe,鬥底,,836,
tàu tīn,tàu tīn,,737,
tàu tīn,tàu-tīn,,700,
tàu tīn,閗陣,,845,
tàu tīn,鬥陣,,846,
tàuⁿ,tàuⁿ,,0,
tàⁿ,tàⁿ,,700,
tàⁿ,呾,,615,
tàⁿ á,tàⁿ-á,,700,
tàⁿ á,担仔,,809,
tàⁿ á mī,tàⁿ-á-mī,,713,
tàⁿ á mī,担仔麵,,822,
tá,tá,,0,
tá káu,Táⁿ-káu,,700,
tá má ka,tám-á-ka,,700,
tái,tái,,0,
tái,歹,,71,
táiⁿ,táiⁿ,,0,
tám,tám,,0,
tám á ka,tám-á ka,,700,
tám á ka,tám-á-ka,,713,
tám á ka,打馬膠,,822,
tán,tán,,738,
tán,等,,913,
tán bô,tán bô,,713,
tán bô,等無,,822,
tán chhia,tán chhia,,713,
tán chhia,等車,,822,
tán le,tán ·le,,713,
tán le,等レ,,664,
tán le,等咧,,663,
tán le,等礼,,665,
tán leh,tán ·le,,700,
tán leh,等レ,,651,
tán leh,等咧,,650,
tán leh,等礼,,652,
tán lō͘,tán-lō͘,,700,
tán lō͘,等路,,809,
tán thāi,tán-thāi,,732,
tán thāi,等待,,841,
táng,táng,,0,
táu,táu,,713,
táu,斗,,903,
táu,斗,2+358,974,
táu la̍k,Táu-la̍k,,713,
táu la̍k,斗六,,822,
táuⁿ,táuⁿ,,0,
táⁿ,táⁿ,,0,
táⁿ,打,,496,
táⁿ káu,Táⁿ-káu,,700,
táⁿ káu,打狗,,809,
táⁿ má ka,tám-á-ka,,700,
táⁿ má ka,打馬膠,,809,
táⁿ niau,Táⁿ-niau,,700,
táⁿ niau,打貓,,809,
táⁿ pān,táⁿ-pān,,700,
táⁿ pān,打扮,,809,
tâ,tâ,,0,
tâi,tâi,,730,
tâi,台,,885,
tâi,埋,,822,
tâi,抬,,822,
tâi,臺,,517,
tâi bûn,Tâi-bûn,,729,
tâi bûn,台文,,829,
tâi gí,Tâi-gí,,735,
tâi gí,台語,,844,
tâi gú,Tâi-gú,,731,
tâi gú,台語,,840,
tâi kiâu,Tâi-kiâu,,700,
tâi kiâu,台僑,,809,
tâi lâm,Tâi-lâm,,713,
tâi lâm,台南,,822,
tâi lô,Tâi Lô,,700,
tâi lô,台羅,,809,
tâi oân,Tâi-oân,,743,
tâi oân,台員,,651,
tâi oân,台灣,,652,
tâi oân hái kiap,Tâi-oân Hái-kiap,,713,
tâi oân hái kiap,台員海峽,,821,
tâi oân hái kiap,台灣海峽,,822,
tâi oân kok,Tâi-oân kok,,700,
tâi oân kok,台員國,,808,
tâi oân kok,台灣國,,809,
tâi oân lâng,Tâi-oân lâng,,730,
tâi oân lâng,台員人,,641,
tâi oân lâng,台灣人,,642,
tâi oân ōe,Tâi-oân ōe,,727,
tâi oân ōe,台員話,,835,
tâi oân ōe,台灣話,,836,
tâi pak,Tâi-pak,,731,
tâi pak,台北,,840,
tâi se,Tâi-se,,700,
tâi se,台西,,809,
tâi tiong,Tâi-tiong,,713,
tâi tiong,台中,,822,
tâi tiong khiuⁿ,Tâi-tiong khiuⁿ,,713,
tâi tiong khiuⁿ,台中腔,,822,
tâi á,tâi-á,,700,
tâi á,台仔,,803,
tâi á téng,tâi-á-téng,,713,
tâi á téng,台仔頂,,822,
tâiⁿ,tâiⁿ,,0,
tâm,tâm,,737,
tâm,淡,,702,
tâm,談,,485,
tâm kô͘ kô͘,tâm kô͘-kô͘,,713,
tâm kô͘ kô͘,淡糊糊,,622,
tâm lok lok,tâm lok-lok,,713,
tâm lok lok,淡洛洛,,622,
tân,Tân,,733,
tân,tân,,700,
tân,壇,,483,
tân,彈,,489,
tân,檀,,474,
tân,陳,,908,
tân lûi,tân lûi,,713,
tân lûi,陳雷,,822,
tâng,tâng,,0,
tâng,同,,298,
tâng,童,,286,
tâng chê,tâng-chê,,713,
tâng chê,同齊,,822,
tâng chôe,tâng-chôe,,700,
tâng chôe,同齊,,809,
tâng ki,tâng-ki,,713,
tâng ki,銅乩,,622,
tâng ki,銅枝,,621,
tâng soaⁿ,Tâng-soaⁿ,,700,
tâng soaⁿ,銅山,,809,
tâng sāi,tâng-sāi,,700,
tâng sāi,同姒,,809,
tâng sāi á,tâng-sāi-á,,713,
tâng sāi á,同姒仔,,822,
tâu,tâu,,713,
tâu,投,,898,
tâu,投,35+,974,
tâu,斗,2+358,974,
tâu kó,tâu-kó,,713,
tâu kó,投稿,,822,
tâu phiò,tâu-phiò,,700,
tâu phiò,投票,,809,
tâuⁿ,tâuⁿ,,0,
tâⁿ,tâⁿ,,0,
tãi,迨,,496,
tãm,淡,,486,
tãng,動,,274,
tãng,重,,286,
tæ,tæ,,0,
tæh,tæh,,0,
tæ̀,tæ̀,,0,
tæ̂,tæ̂,,0,
tæ̆,tæ̆,,0,
tæ̍h,tæ̍h,,0,
tè,Tè,,700,
tè,tè,,737,
tè,从,,642,
tè,処,,85,
tè,塊,,922,
tè,塊,3+49,1008,
tè,帝,,488,
tè,弟,,489,
tè,從,,643,
tè,戴,,815,
tè,綴,,644,
tè,處,,289,
tè kok,tè-kok,,700,
tè kok,帝國,,809,
tè lō͘,tè lō͘,,709,
tè lō͘,从路,,616,
tè lō͘,從路,,617,
tè lō͘,綴路,,618,
tè pài,tè pài,,700,
tè pài,从拜,,607,
tè pài,從拜,,608,
tè pài,綴拜,,609,
tèng,tèng,,713,
tèng,中,,298,
tèng,訂,,484,
tèng,釘,,848,
tèⁿ,tèⁿ,,0,
tèⁿ,鄭,1357+,992,
té,té,,727,
té,底,,902,
té,抵,,306,
té,短,,876,
té,貯,,662,
té chè,té-chè,,709,
té chè,抵制,,818,
té khòng,té-khòng,,713,
té khòng,抵抗,,822,
téng,téng,,736,
téng,等,,848,
téng,頂,,916,
téng,鼎,,497,
téng bīn,téng-bīn,,730,
téng bīn,頂面,,839,
téng chin,téng-chin,,700,
téng chin,頂眞,,809,
téng chin,頂真,,809,
téng koân,téng-koân,,737,
téng koân,頂高,,646,
téng káng,Téng-káng,,713,
téng káng,頂港,,818,
téng pái,téng pái,,709,
téng pái,téng-pái,,713,
téng pái,頂擺,,822,
téng sì lâng,téng sì lâng,,709,
téng sì lâng,téng-sì-lâng,,713,
téng sì lâng,頂世人,,822,
téng téng,téng-téng,,713,
téng téng,等等,,822,
téng î,téng-î,,700,
téng î,等于,,600,
téng û,téng-û,,700,
téng û,等于,,600,
téⁿ,téⁿ,,0,
tê,tê,,729,
tê,茶,,894,
tê,題,,474,
tê ba̍k,tê-ba̍k,,713,
tê ba̍k,題目,,822,
tê bo̍k,tê-bo̍k,,713,
tê bo̍k,題目,,822,
tê bí,tê-bí,,700,
tê bí,茶米,,809,
tê bí tê,tê-bí tê,,700,
tê bí tê,茶米茶,,809,
tê kho͘,tê-kho͘,,713,
tê kho͘,茶匝,,821,
tê kho͘,茶篐,,822,
tê kó͘,tê-kó͘,,700,
tê kó͘,茶古,,808,
tê kó͘,茶𥑮,,809,
têng,têng,,713,
têng,呈,,75,
têng,庭,,495,
têng,廷,,504,
têng,程,,475,
têng,籐,,91,
têng,藤,,493,
têng,重,,868,
têng sûn,têng-sûn,,713,
têng sûn,重巡,,821,
têng sûn,重廵,,822,
têng tha̍h,têng-tha̍h,,713,
têng tha̍h,重叠,,822,
têng tha̍h,重疊,,822,
têng á kha,têng-á-kha,,713,
têng á kha,亭仔脚,,822,
têⁿ,têⁿ,,0,
têⁿ,鄭,1357+,992,
tì,tì,,713,
tì,戴,,847,
tì,智,,505,
tì,知,,96,
tì,置,,482,
tì,致,,846,
tì,著,,499,
tì bō á,tì bō-á,,713,
tì bō á,戴帽仔,,822,
tì hūi,tì-hūi,,713,
tì hūi,智慧,,822,
tì jiá,tì-jiá,,700,
tì jiá,致惹,,809,
tì kak,tì-kak,,713,
tì kak,智覺,,822,
tì kak tio̍h,tì-kak tio̍h,,713,
tì kak tio̍h,智覺着,,822,
tì kàu,tì-kàu,,700,
tì kàu,致到,,809,
tì sek,tì-sek,,727,
tì sek,智識,,836,
tì sek hūn chú,tì-sek hūn-chú,,713,
tì sek hūn chú,智識份子,,822,
tì sú,tì-sú,,700,
tì sú,致使,,809,
tì tiōng,tì-tiōng,,700,
tì tiōng,致重,,800,
tì ì,tì-ì,,700,
tì ì,致意,,809,
tì ìm,tì-ìm,,700,
tì ìm,致蔭,,809,
tìm,tìm,,0,
tìn,tìn,,700,
tìn,鎭,,857,
tìn,鎮,,857,
tìn tè,tìn tè,,713,
tìn tè,鎭塊,,622,
tìn tè,鎮塊,,622,
tìⁿ,tìⁿ,,0,
tí,tí,,0,
tí,底,,493,
tí,抵,,506,
tí,牴,,77,
tí,觝,,68,
tí chè,tí-chè,,713,
tí chè,抵制,,822,
tí khòng,tí-khòng,,713,
tí khòng,抵抗,,822,
tí te̍k,tí-te̍k,,700,
tí te̍k,抵敵,,809,
tím,tím,,0,
tím,丼,,79,
tín,tín,,0,
tín tāng,tín-tāng,,727,
tín tāng,振動,,636,
tíⁿ,tíⁿ,,0,
tî,tî,,0,
tî,池,5+8,974,
tî,遅,,87,
tî,遲,,496,
tî,除,,487,
tî pê,枇杷,,809,
tî tiân,Tî-tiân,,700,
tî tiân,池田,,801,
tîm,tîm,,713,
tîm,沉,,858,
tîn,tîn,,700,
tîn,塵,,76,
tîn,藤,,800,
