input,freq,chhan_id
se mn̂g teng,1,5784
se pan gâ,10,5025
se pí lī a,1,5043
se si,11,6340
se thian,1,15384
se á oan,1,1698
se á oân,1,1698
sek ka,1,5734
sek khia,11,1884
sek kháu,1,4235
sek kia,6,1884
sek lân,1,12801
sek sî hiân bûn,1,10086
seng má,1,8326
se̍k chí,1,2688
si,3,1086
si la iah,1,3697
si lah iah,1,3697
si lá iah,1,3697
siak sí kâu,1,8956
sian iû,1,10227
siau,12,2900
siau lâng,1,3247
sih,2,2558
sim,1279,100
sim tiân,2,5143
sin,585,475
sin khut kang,1,6065
sin tâi phiò,1,15041
sin chhù á,1,10783
sin chhī,10,3822
sin chng,10,8815
sin hn̂g,10,3785
sin hong,1,4203
sin hòa,10,3826
sin iâⁿ,10,3882
sin ka pho,10,4993
sin kiang,1,14894
sin kiong,1,14894
sin káng,11,3878
sin kóng,10,560
sin lâu pēⁿ īⁿ,1,18107
sin lâu pīⁿ īⁿ,1,18107
sin ok,1,12918
sin pi,1,18783
sin soaⁿ,1,18153
sin tek,10,6594
sin tiàm,10,8814
sin tiàm khe,1,18814
sin tiàm khoe,1,18814
sio,537,2
siok bū,1,3318
siong,2,6855
siàu chûn thâu,1,12540
siám sai,1,5744
siáu boán,1,11786
siáu chhoan,1,2903
siáu iá,1,5136
siáu lîm,1,3041
siáu san,1,5163
siáu sú,1,12286
siáu tó,1,5141
siâ,1,3206
siân,1,8431
siâng,7,816
sió ke lâng,1,13707
sió koe lâng,1,13707
sió liû khiû,10,2439
sió boán,1,11786
sió káng,1,3796
sió móa,1,11786
siông,1,3941
siông biō,1,3539
siông chéⁿ,1,5170
siông pún,1,5102
siông san,10,8436
siông tiân,1,3871
siù lóng,1,8929
siā,12,1624
siā liâu,1,9184
siām lô,1,4120
siān hòa,1,3830
siāng chú,5,5197
siāng goân,1,8284
siāng goân mê,1,8285
siāng hái,5,9973
siāng iá,1,5169
siāng tiân,1,3873
siāng tè,5,4646
siāng tè iâ,5,6234
siāu,1,3948
siāu heng,1,6209
siāu hin,1,6209
siō,1,3948
siōng chú,10,5197
siōng goân,1,8284
siōng goân mê,10,8285
siōng hái,10,9973
siōng iá,1,5169
siōng tiân,1,3873
siōng tè,10,4646
siōng tè iâ,10,6234
siōng tè iâ kong,10,6235
si̍p chí,10,2688
si̍t chí,5,2688
sng,111,1688
soa lak,10,2707
soa san,1,3702
soa á tē,1,5011
soaⁿ sai,1,17263
soaⁿ sam nâ,1,3820
soaⁿ tang,10,11263
soaⁿ ti mn̂g,1,3795
sok bū,1,3318
soàn thâu,11,3973
so͘,10,2879
so͘ chiu,1,8219
so͘ kek lân,1,8489
so͘ kiat lân,1,8489
so͘ kok,1,17342
so͘ tó,1,6343
so͘ ò,10,8595
su lī a,1,4971
su tô͘,1,10270
sun,110,1688
sun ngō͘ khong,1,3496
sàu chûn thâu,1,12540
sèng keng,10,4668
sèng tàn,1,8289
sèng tàn cheh,10,10751
sèng tàn choeh,5,10751
sèng tàn chiat,5,10751
sèng tān,1,8289
sèng tān cheh,1,10751
sèng tān chiat,1,10751
sèng ài,1,10339
sêng hông,1,3460
sêng hông biō,10,3466
sêng kóng ò,1,12716
sêng to͘,10,16754
sì chhó,1,3774
sì khun sin,1,13871
sì tiuⁿ lê,10,12392
sìn bōng ài,1,10209
sím,1,2883
sîn hō͘,1,4402
sîn kóng,1,560
sòaⁿ bé,1,11482
sòaⁿ bóe,1,11482
sòaⁿ sai,1,10924
sòaⁿ thâu,1,5250
sòng,1,2982
sù chhoan,1,4888
sù koān,1,4606
sù koān khiuⁿ,10,4607
sù tô͘ hêng toān,1,6130
sù tô͘ hēng toān,1,6130
sú bêng,10,11389
sú tô͘ hêng toān,1,6130
sī lī a,1,4971
sū lîm,10,6710
sū lī a,1,4971
sūi hūi,2,6255
sūi sū,10,5948
sūi sūi,1,6256
sūi tián,10,8537
sūn hong ní,1,6409
ta khe,10,754
ta khoe,1,754
ta pa nî,1,755
tak ka,1,4093
tan,2,3846
tang,328,498
tang a,10,6979
tang au,10,7860
tang tōa tun,1,1240
tang cheh,10,5334
tang chio̍h,10,13924
tang choeh,5,5334
tang hng,11,8715
tang hong,1,16318
tang hái,1,8774
tang hái tāi ha̍k,10,18774
tang hái tōa o̍h,1,18774
tang iûⁿ,10,2961
tang kiaⁿ,10,6839
tang káng,10,3239
tang lâm a,100,6974
tang soaⁿ,10,7956
tang sì,11,2727
tang to͘,1,3866
taⁿ khe,1,754
taⁿ kheⁿ,1,754
tek chhàm,1,3667
tek chhân,10,3782
tek kiā,10,3957
tek kok,10,6995
tek lōe,1,5131
tek pak,1,12326
tek san,10,4528
tek tang,10,11876
tek tn̂g,1,10779
teng chiu,1,4014
tha lok koh,1,8337
tha lok ko͘h,1,8337
tha lí bū,1,3188
tha ló͘ ko͘h,1,8337
thaⁿ lí bū,10,3188
theng chiu,1,4014
thiam teng,2,6483
thian bú,1,6318
thian chin,2,3968
thian chí,1,7960
thian chú,1,7960
thian chú kàu,10,7961
thian sàng,1,3709
thian sàng pi,1,12710
thian tin,1,3968
thih koan im,10,8144
thiâⁿ,1,3012
thiⁿ kong,1,6142
thiⁿ kong peh ah,2,3684
thiⁿ kong peh a,1,3684
thiⁿ kong peh á,10,3684
thiⁿ pē,1,3732
thng,101,10093
thn̂g,11,2983
thong siau,1,3155
thài ke̍k,1,8600
thài kok,100,5629
thài ló͘ koh,1,18337
thài ló͘ kok,1,18337
thài pe̍k chheⁿ,1,8099
thài pêng iûⁿ,10,6975
thài pêng kéng,1,6976
thài pó,1,4055
thài san,11,4357
thài tiân,1,5125
thâm,2,8427
thâm chú,1,4348
thâu hūn,1,4350
thâu kàu,1,3905
thâu pak,1,23371
thâu siâⁿ,1,8828
thâu ûi,1,11205
thó͘ chheⁿ,1,8098
thó͘ tī kong,10,2829
thô hn̂g,100,6573
thô hûiⁿ,1,6573
thô á hn̂g,2,4096
thô á hûiⁿ,1,4096
thô͘,101,536
thô͘ khò͘,10,8789
thô͘ siâⁿ,10,2831
tiau ji̍t,2,15711
tiong bûn,10,7494
tiong chhiu,10,8854
tiong chhiu mê,1,18854
tiong chhiu mî,1,18854
tiong chhoan,2,3057
tiong chèng biō,1,14474
tiong goân,3,8283
tiong gí,1,11450
tiong gú,1,11450
tiong hoa bîn kok,10,11114
tiong hô,1,4112
tiong hôa,1,10104
tiong hôa bîn kok,10,11114
tiong iá,1,5135
tiong kok,152,2615
tiong kok pe̍h ōe bûn,1,17477
tiong kok lâng,10,16741
tiong kok ōe,1,19741
tiong kok gí,10,11450
tiong kok gú,5,11450
tiong kok á,1,16741
tiong kó͘,11,666
tiong le̍k,10,5379
tiong lâm pō͘,20,13906
tiong po͘,10,4374
tiong pō͘,10,7256
tiong san,1,5139
tiong se khu,1,3449
tiong tó,1,5109
tiuⁿ,200,548
tiuⁿ kán,15,4948
tiân,1,1978
tiân chhoan,1,5070
tiân tiong,10,715
tiâng êng,1,4028
tiâu bé,1,2861
tiâu ji̍t,1,15711
tiâu sián,1,6864
tióng tī,1,3786
tióng êng,2,4027
tiô chiu,10,692
tiô iûⁿ,2,2857
tiô lo̍h,1,13290
tiô thòa,1,8851
tiông an,1,18352
tiông iá,1,16590
tiông kiā,1,1092
tiông kok chhoan,1,5116
tiông kî,1,1092
tiông êng,1,4028
tiō,2163,82
ti̍t ka lòng,1,8781
ti̍t ka lāng,1,8781
tn̂g lâng,1,12718
tn̂g soaⁿ,10,1372
tn̂g soaⁿ kong,1,5557
tn̂g soaⁿ má,1,5556
to tiân,1,3898
toan ngó͘,1,15055
toan ngó͘ cheh,1,15056
toan ngó͘ choeh,1,15056
toh,30,983
tong hong,1,21759
tong hong pe̍h,1,17463
tong hái,1,8774
tong hái tāi ha̍k,1,18774
tong lêng,1,3751
tong lêng lō͘,1,17351
tong san,1,3879
tong to͘,1,3866
toān,10,3994
to͘ lân,1,4498
tà lù mé,1,16437
tá káu,1,2729
tá lân,1,9198
tá má jī,1,12306
táng,1,2989
táu kat,1,8812
táu la̍k,10,3187
táⁿ káu,1,2729
táⁿ lân,1,9198
táⁿ má jī,1,12306
táⁿ niau,1,1531
tâi ji̍t,1,15942
tâi lô,1,15825
tâi phêⁿ,1,8901
tâi phîⁿ,1,8901
tâi liân,10,5530
tâi bûn,128,5429
tâi gí,394,146
tâi gú,197,146
tâi kiâu,1,6850
tâi lâm,10,3798
tâi oân,1379,145
tâi oân hái kiap,10,5502
tâi oân kok,1,5949
tâi oân lâng,169,4439
tâi oân ōe,100,4793
tâi pak,176,3801
tâi pak chhī,10,15426
tâi pak siâⁿ,1,15980
tâi phiò,100,8858
tâi phêⁿ tóng,1,18901
tâi se,1,3896
tâi tang,10,8557
tâi tiong,10,3802
tâi tiong khiuⁿ,10,10373
tâi to̍k,1,13279
tân,248,496
tân kah keⁿ,1,13962
tân kah kiⁿ,1,13962
tâng lô,11,8974
tâng lô oân,1,15114
tâng oaⁿ,1,3335
tâng soaⁿ,1,2758
tè,633,505
téng chio̍h pâi,1,3761
téng káng,10,3769
tìn kang,1,17572
tî,1,10683
tî hú chhian sòe,10,17410
tî hú ông iâ,10,7410
tî siāng,1,5483
tî siōng,1,5483
tî tiân,1,5112
tî tē,1,6368
tîn chéⁿ,1,3063
tîn goân,1,5138
tîn tiân,1,5121
tó tiân,1,5150
tóng gōa,1,16221
tóng kok,1,15746
tông,2,2983
tāi chheng,1,14714
tāi chheng kok,1,14714
tāi,161,1435
tāi an,2,9491
tāi an khe,10,14491
tāi an khoe,5,14491
tāi chèng,1,15882
tāi iá,1,5151
tāi kah,10,532
tāi kah khe,1,5749
tāi kah khoe,1,5749
tāi khe,10,8766
tāi khoe,1,8766
tāi kok,1,6258
tāi liân,1,16059
tāi lí,11,9274
tāi lí khi̍t,1,3420
tāi ngé,10,6115
tāi pán,10,2159
tāi se iûⁿ,10,3746
tāi sú,1,12786
tāi thióng,1,5160
tāi tō kong,1,8473
tāi tūn soaⁿ,1,7846
tām chúi,10,782
tām chúi hô,1,17820
tām chúi khe,1,15171
tām chúi khoe,1,15171
tām súi,1,782
tāu tiâⁿ,1,5269
tē chông ông,1,9166
tēng,20,1109
tēⁿ,200,2786
tēⁿ kok sèng,1,17217
tīⁿ kok sèng,1,17217
tō kàu,1,6341
tōa ba̍k kàng,1,775
tōa chhiū,10,15810
tōa chhân,1,4077
tōa hn̂g á,1,8363
tōa hûiⁿ á,1,8363
tōa kho͘ hām,1,8765
tōa kho͘ hām khe,1,17644
tōa kho͘ hām khoe,1,17644
tōa liâu,1,3797
tōa lāi,1,3860
tōa lōng pōng,1,3163
tōa nâ,1,14072
tōa nâ pô͘,1,8691
tōa oan,1,6550
tōa pi,1,4847
tōa po͘,1,4075
tōa sai iûⁿ,1,3746
tōa siâⁿ,1,9203
tōa siā,1,3812
tōa sū,1,3253
tōa tiū tiâⁿ,10,5269
tōa ti̍t,1,8763
tōa tun,1,6170
tōa tō͘,1,4640
tōa tō͘ khe,1,4641
tōa tō͘ khoe,1,4641
tōa ông,1,4856
tōng pōng,1,3163
tō͘,12,720
tō͘ pian,1,3275
u lai,1,8809
un,12,1238
un chiu,1,15920
a bó,212,4166
a bú,423,4166
a chek,10,4549
a ché,10,719
a chí,100,719
a chó͘,10,4185
a hiaⁿ,100,4544
a iân,1,1501
a iân sòaⁿ,10,15977
a iân phiáⁿ,10,8808
a jia̍t tài,1,7712
a kong,250,592
a ko͘,10,4546
a kun,10,7699
a kun ah,2,15441
a kun á,1,15441
a kīm,10,4445
a kū,1,12176
a lí put ta̍t,1,1503
a má,286,153
a niâ,10,1951
a niâ oeh,2,8761
a niâ oe,1,8761
a niâ òe,1,8761
a niâ ôe,1,8761
a pa,265,154
a pah,133,154
a peh,100,4442
a phiàn,1,594
a phà toh,1,9527
a phà to͘h,1,9527
a phà tò,1,9527
a phà tò͘,10,9527
a put tó,1,9355
a put tó á,1,19355
a pâ,10,154
a pô,1,7866
a sa lih,5,7687
a sià,1,596
a sun ê,1,12528
a sá lih,5,7687
a sá lì,1,7687
a só,100,4548
a ta mah,1,18370
a tá mah,1,18370
a î,10,4547
a ḿ,10,4443
ah bô,1,4164
ah lah,15,5596
ah lo̍h té,1,4556
ah lo̍h tóe,1,4556
ah là,2,5596
ah m̄ koh,1,7968
ah nā,10,1507
ah bî á,1,8516
ah bó,1,4553
ah bú,1,4553
ah bē,1,1065
ah bōe,1,1065
ah hêng á,10,6412
ah kiān,1,2972
ah nn̄g,10,4554
ah nūi,1,4554
ah pà,1,593
ah siúⁿ,1,4269
ah sī,10,287
ah á,10,4001
ai ah,1,1497
ai ai háu,1,4566
ai ai kiò,1,4567
ai ai,1,4565
ai ioh,15,1508
ai ioh oeh,15,1509
ai ioh ôe,10,1509
ai oh,2,1508
ai oàn,10,6830
ai sa chuh,1,7810
ai sat chuh,1,7810
ai a,1,1497
ai ia,1,1497
ai iah,1,1497
ai io,1,1508
ai io oe,1,1509
ai ioh òe,1,1509
ai ò,1,1508
aih,1,9558
ak,10,628
ak chúi,10,5581
ak tâm,10,12628
ak chak,1,1511
ak chhiú,1,10726
am,11,627
am khàm,10,625
am po͘ chhê,1,4423
am po͘ chê,10,4423
am po͘ chê á,1,5703
an,1,4193
an chong,1,7980
an choân,10,6967
an choân bō á,1,6967
an choân bō,10,6967
an pâi,10,7372
an sim,10,7739
an tah,1,9064
an á,1,3833
an ùi,154,4810
an ún,1,7140
ang bó͘,1,4198
ang sài,10,606
ang á,10,614
ang á chheh,10,4196
ang á tô͘,1,4197
ang á bó͘,10,622
ang î,10,615
ap le̍k,100,4205
ap pek,1,605
at,1,1265
at chhiú,1,10726
at sa lih,10,7687
at sá lih,1,7687
a̍h,3,65
a̍h sī,100,288
a̍h chai,1,8576
a̍h sái,1,595
a̍h tio̍h,1,5264
a̍h á,1,3287
a̍h ū,1,5263
a̍p,1,3285
a̍p á,1,3287
a̍t sá lih,1,7687
ba bui chí,10,7816
ba bún chhiò,1,18653
ba bún,1,8653
ba làn suh,1,9209
ba làn sù,1,9209
ba suh,1,6597
ba te lih,1,9239
bah,142,160
bah chhài,1,3196
bah chiùⁿ,1,3214
bah chàng,100,728
bah hú,10,1545
bah keⁿ,10,4920
bah kián,5,6567
bah kián á,10,6567
bah koaⁿ,1,6196
bah kut,1,10671
bah kut tê,1,10671
bah kám,10,16301
bah ké,1,16920
bah kóe,1,16920
bah oân,10,726
bah pau,10,16765
bah pó͘,10,1550
bah suh,10,6597
bah sîⁿ,1,12809
bah sîⁿ á,1,7809
bah sò,1,3770
bah sò pn̄g,10,13771
bah sīⁿ á,1,7809
bah thé,1,7873
bah tiam,1,16378
bah îⁿ,1,727
bak,10,729
bak khu mi lah,1,8256
bak khuh,5,8756
bak khù,1,8756
bak khú mí á,1,8256
bak kuh,10,8756
bak kù,1,8756
bak kú mí á,1,8256
bak tó͘,1,1236
ban,1,1559
ban chek,1,6834
ban chek á,1,6834
ban kiáⁿ,10,6832
ban á,1,6833
ban á kiáⁿ,10,6833
bat,850,87
bat jī,10,12351
bat te lih,1,9239
ba̍h hio̍h,1,1544
ba̍h á,1,8108
ba̍k,11,169
ba̍k chi̍t nih,1,1326
ba̍k bâi,10,1553
ba̍k bé,5,6580
ba̍k bóe,10,6580
ba̍k cha̍t,10,9093
ba̍k cha̍t á,1,19093
ba̍k chiah mn̂g,1,8104
ba̍k chiah mo͘,1,8104
ba̍k chiam,1,2949
ba̍k chiu,462,170
ba̍k chiu lāi,11,5610
ba̍k chiu mn̂g,10,8105
ba̍k chiu mo͘,10,8105
ba̍k chiu jîn,1,17156
ba̍k hīⁿ,1,6452
ba̍k iû,1,15752
ba̍k khang,1,6773
ba̍k kho͘,10,776
ba̍k kho͘ âng,10,7320
ba̍k kháng,1,6774
ba̍k kháng chhiah,10,6772
ba̍k kia̍h,10,7933
ba̍k kia̍h tah,1,8856
ba̍k kiàⁿ,100,5716
ba̍k kîⁿ,1,9793
ba̍k nī,1,1554
ba̍k pôaⁿ,10,7462
ba̍k sat,1,6248
ba̍k sek,10,1557
ba̍k sái,553,171
ba̍k sîn,1,8260
ba̍k thâu,10,12247
ba̍k tē,1,1558
ba̍t,10,1118
ba̍t sat,1,6248
ba̍uh,10,8468
ba̍uh iâⁿ,10,14837
beh,7205,45
beh boeh,10,3069
beh chai,10,14821
beh nî,1,1576
beh ti̍h,1,905
beh ti̍hⁿ,10,905
beh ài,100,4246
beh án chóaⁿ,10,12483
beh óa,1,13285
beh óa beh óa,1,13285
beh àm á,1,8339
be̍h,20,1407
be̍h gê,1,18604
be̍h gê ko,1,3604
be̍h pho͘,1,9129
be̍h sūi,10,15767
be̍h á,10,1408
be̍h á chiú,1,1575
bi tá bín,10,5823
bi tám ín,1,5823
bia̍t bô,1,11086
bia̍t bông,1,7554
bih,100,1004
bih sio chhē,5,6617
bih sio chhōe,10,6617
bih luh,5,1604
bián,901,178
bián chîⁿ,100,9011
bián kheh khì,100,5669
bián sè jī,10,5670
bián sòe jī,5,5670
bián kiáng,5,1605
bián kióng,10,1605
bián lē,1,6727
biâu siá,1,6877
bió,10,3500
bió cheng,1,10846
biô siá,1,6877
biān chek,1,8984
biō,10,3378
biō tiâⁿ,10,4703
biō ú,10,8039
bi̍t pô,10,4256
boah,10,3499
boah hún,10,8077
boah ian chi,10,6711
boah o͘,1,7109
boaih,1,1165
boa̍h á,1,8108
boa̍t ji̍t,1,10101
boeh,4717,45
boeh chai,5,14821
boeh nî,1,1576
boeh ti̍h,1,905
boeh ti̍hⁿ,1,905
boeh ài,10,4246
boeh án chóaⁿ,5,12483
boeh óa,1,13285
boeh óa boeh óa,1,13285
boeh àm á,1,8339
boe̍h,10,1407
boe̍h á,100,1408
bong,131,182
boài,1,1165
boán,1,5897
boán sòaⁿ,20,13713
boán chiok,10,6325
boán kîⁿ,10,5896
boán oân,1,5999
boán ì,1,3229
boăi,1,1165
bo̍h,1,2965
bo̍h koài,1,2966
bo̍h tit,1,2967
bo̍k bo̍k siû,10,7815
bo̍k chhù,1,15283
bo̍k chiân,5,7978
bo̍k chêng,10,7978
bo̍k koài,100,2966
bo̍k le̍k,1,8463
bo̍k lio̍k,10,8463
bo̍k lo̍k,1,8463
bo̍k phiau,10,2954
bo̍k piau,1,2954
bo̍k siu,1,6610
bo̍k su,10,4650
bo̍k su niû,1,14816
bo̍k tek,10,6591
bo̍k te̍k,10,6591
bo͘,1,182
bui bui,10,3529
but á hî,10,1622
but á hî bê,1,6127
but á hî moâi,1,6127
but á hî môe,1,6127
bu̍t,1,6126
bu̍t chit,1,7055
bu̍t lân tî,1,812
bu̍t lí,1,7056
bu̍t siu,1,6610
bàng gah,1,1561
bàng gà,10,1561
bá suh,1,6597
bá tah,1,13890
bá tà,1,13890
bái,100,164
bái châi,1,7842
bái kiû,1,9367
bán,160,899
bán bīn,1,17899
bán hôe,1,3498
báng,10,981
báng thâng,10,14987
báng tà,1,4121
báng á,10,982
bâ,1,8896
bâ bui chí,10,7816
bâ bún chhiò,1,18653
bâ bún,1,8653
bâ chhiok,5,9171
bâ lî,1,8754
bâ pì,1,4312
bâ á,1,1539
bâi chòng,1,4025
bâng,1,1570
bâng su su,10,1571
bâng bâng,10,1565
bé,599,9
bé ah,2,1709
bé chhiú,5,12425
bé chui,1,1611
bé cháiⁿ,5,15369
bé chí,1,8977
bé gê,1,9068
bé ia̍h,5,1612
bé jī cháiⁿ,5,17801
bé liu,50,587
bé lêng chî,1,8679
bé lêng chû,1,8679
bé oaⁿ,1,9035
bé sau,1,2640
bé séng,1,12021
bé tháng,1,14212
bé thâu,10,5338
bé tâng kut,1,8985
bé a,1,1709
bé á,12,1709
bé á kiáⁿ,5,17109
bé āu,5,10642
béng,1,4254
bê,110,1952
bê he̍k,1,9240
bê sìn,1,19240
bêng,160,177
bêng bêng,100,5473
bêng chheⁿ,1,12608
bêng chhì,1,9690
bêng hián,1,15474
bêng khak,1,6948
bêng láng,1,3347
bêng pe̍k,10,6650
bêng pâi,10,9295
bêng seng,1,12608
bêng sû,1,6098
bì luh,10,1604
bì lù,100,1604
bí,11,757
bí boán,1,7321
bí chiú,1,6317
bí ha̍k,1,15301
bí hún,10,3161
bí hún chhá,10,3162
bí ko,10,1583
bí ko siûⁿ,10,16692
bí koan,1,16803
bí kám,1,7029
bí leng,10,6233
bí lin,1,6233
bí láu,1,8227
bí lē,100,2500
bí móa,1,7321
bí phang,1,3430
bí thai,10,3142
bí thai ba̍k,10,3143
bín,1,1608
bín chia̍t,10,6680
bín kám,10,8331
bín tāu,10,4371
bîn bāng,100,1448
bîn chhn̂g,156,1586
bîn chhn̂g piⁿ,10,5412
bîn chiòng,10,5523
bîn cho̍k,166,3117
bîn chú,100,5526
bîn kan,1,6792
bîn khoân,1,8257
bîn koân,1,8257
bîn ná,10,3218
bîn ná chài,100,1052
bîn ná àm,10,5509
bîn sio̍k,10,7213
bîn tiau,10,3322
bîn tiàu,1,3322
bîn tiāu,5,3322
bîn á,10,3218
bîn á chài,100,1052
bîn á àm,10,5509
bîn êng,1,28805
bó,1,181
bó gí,1,4656
bó gú,1,4656
bó kū,1,4177
bó thé,1,9264
bó á kiáⁿ,50,11703
bóe,555,9
bóe ah,6,1709
bóe chhiú,10,12425
bóe chui,1,1611
bóe cháiⁿ,10,15369
bóe chéng cháiⁿ,10,15369
bóe chéng cháiⁿ á,1,15369
bóe gê,10,9068
bóe ia̍h,10,1612
bóe jī cháiⁿ,10,17801
bóe liu,100,587
bóe sau,1,2640
bóe séng,1,12021
bóe tâng kut,1,8985
bóe a,1,1709
bóe á,30,1709
bóe á kiáⁿ,10,17109
bóe āu,10,10642
bóng,100,183
bóng chôa,1,3479
bóng tóng,1,1617
bó͘,481,180
bó͘ kiáⁿ,10,7167
bó͘ lô͘,1,8757
bó͘ mih,10,1610
bó͘ mi̍h,1,1610
bó͘ tan,1,9270
bô,12353,40
bô būn tê,100,7203
bô būn tôe,50,7203
bô chhái,10,1144
bô chhái kang,10,3256
bô châi,1,5089
bô châi tiāu,10,20325
bô chêng,1,6704
bô chúi chún,10,7732
bô chīn bé,5,7724
bô chīn bóe,10,7724
bô gî,1,1196
bô gî gō͘,10,8624
bô gî ngō͘,1,8624
bô gī niū,1,3573
bô hoat,1,4884
bô hoat tō͘,143,3066
bô hoân bô hó,1,4230
bô hoân bô ló,10,4230
bô hān,2,15294
bô hāu,100,1609
bô i bô óa,10,5579
bô i hoat,1,4884
bô i óa,10,5579
bô io̍h i,10,6973
bô it tēng,10,7630
bô iàu bô kín,10,23186
bô iàu bô ì,1,10226
bô iàu kín,100,3186
bô iáⁿ,500,1106
bô iáⁿ bô chiah,10,2104
bô iân,1,5920
bô iân bô kò͘,10,8031
bô iân ê,1,5920
bô khah choa̍h,100,1250
bô khòa,1,3618
bô khó lêng,10,6631
bô kàu,10,6997
bô kâng,100,2907
bô kāng,9,2671
bô liáu sî,2,13930
bô lí,1,6004
bô lō͘ iōng,10,2201
bô lō͘ ēng,10,2201
bô lūn,234,4258
bô m̄ tio̍h,10,7895
bô oan bô siû,10,7034
bô phín,10,5316
bô siang kan,1,9413
bô siau,10,8379
bô siaⁿ bô seh,5,11836
bô siaⁿ bô soeh,10,11836
bô siaⁿ seh,5,11836
bô siaⁿ soeh,10,11836
bô sim chiâⁿ,1,5659
bô siong kan,1,9413
bô siá sì,10,5707
bô siâng,10,8027
bô siāng,10,2672
bô su bô iâⁿ,10,7426
bô sâng,5,8027
bô sāng,1,2672
bô sū sái,1,3088
bô ta ôa,1,3554
bô tek khak,100,4047
bô thian liâng,5,4259
bô thian liông,10,4259
bô tiuⁿ bô tî,10,1281
bô tiuⁿ tî,10,1281
bô tiāⁿ,1,6802
bô tiāⁿ tio̍h,10,6802
bô tàng,1,9286
bô tâ ôa,1,3554
bô tâng,1,12667
bô tè,1,1591
bô tú hó,15,1449
bô tāi bô chì,10,5580
bô tāi châi,1,5088
bô tī tāi,10,5406
bô tōa bô sè,10,7948
bô tōa bô sòe,5,7948
bô khì,10,4831
bô ài,100,1165
bô ài ti̍h,10,13187
bô ài ti̍hⁿ,5,13187
bô êng,100,862
bô ì bô sù,1,18418
bô ì sù,1,18418
bô koài,1,2966
bô liâu,1,1500
bô nāi,10,6812
bô chiá,10,5448
bôa,10,3501
bôe á,5,3740
bông,10,1567
bông bông,10,1566
bông bū,10,1568
bông hûn,1,8411
bô͘ hoān,1,6063
bô͘ iūⁿ,10,17739
bùn,1,1626
bùn chhí,1,1627
bùn chhú,1,1627
bùn tē chhí,1,1628
bùn tē chhú,1,1628
bú ah,6,3681
bú chong,1,16778
bú gí,1,4656
bú gú,1,4656
bú gē,1,6656
bú jio̍k,1,7886
bú khì,1,13917
bú kū,1,4177
bú lí,1,7181
bú lú,1,7181
bú phōaⁿ,10,7482
bú pêng,1,11265
bú sut,1,9782
bú sū,1,8450
bú thiaⁿ,10,7483
bú thé,1,9264
bú tâi,10,7389
bú a,1,3681
bú á,10,3681
bú á kiáⁿ,100,11703
bû hān,1,15294
bû kî tô͘ hêng,10,6604
bû lōa,1,9145
bû ti,1,7744
bûn bêng,10,15614
bûn chhn̂g,10,1586
bûn chiong,1,3328
bûn chiuⁿ,10,3328
bûn gē,10,7057
bûn ha̍k,10,4653
bûn hiàn,1,10179
bûn hòa,215,192
bûn jī,10,4657
bûn khū,1,16674
bûn kū,1,16674
bûn ngá,1,7635
bûn ngé,1,7635
bûn tàn,10,4316
bûn tàn iū,10,4317
bûn tô͘,1,16129
bā,2,942
bā hio̍h,1,1544
bā hio̍h chhì,1,16821
bāi,1,1472
bān chhiáⁿ,10,4239
bān chhiáⁿ sī,1,4240
bān it,10,6765
bān jī,1,6770
bān kok,1,6963
bān saⁿ,10,6771
bān sòe,10,6167
bāng,544,172
bāng chām,100,6957
bāng liān,1,11656
bāng liān á,1,11656
bāng lō͘,100,1563
bāng nī,1,1554
bāng á,1,15607
băi khín,1,9105
bē,3116,77
bē bái,100,917
bē chhun chhia,10,3040
bē chió,1,4242
bē chēng bē,1,1084
bē giàn,10,1447
bē ha̍h,10,6534
bē hiáu,100,1572
bē hô,10,1564
bē hù,100,1174
bē kham chit,1,4465
bē kham lit,1,4465
bē kham tit,10,4465
bē kì tit,186,4464
bē lī,10,5538
bē pháiⁿ,10,5687
bē pí,10,12427
bē su,100,8199
bē sái,500,1405
bē sái tit,10,4467
bē sóng,100,6417
bē tit,1,5357
bē tàng,100,174
bē tín bē tāng,10,5625
bē ēng chit,1,4466
bē ēng tit,100,4466
bē chêng,1,1085
bē chêng bē,1,1084
bē sài,1,4245
bī,12,1582
bī lâi,10,6321
bī sò͘,11,6780
bīn,543,179
bīn bah,10,4228
bīn chek,1,8984
bīn chhiuⁿ,10,4345
bīn chêng,131,4815
bīn chú,10,5960
bīn chúi,10,17952
bīn kin,10,6389
bīn kun,5,6389
bīn phê,5,5961
bīn phôe,10,5961
bīn sek,10,14172
bīn tháng,10,6399
bīn thâng,1,4410
bīn thâu chêng,10,4255
bīn téng,10,1006
bīn tùi,10,6570
bīn á,1,16248
bō á,10,4213
bōe,3060,77
bōe bái,100,917
bōe chhun chhia,5,3040
bōe chió,1,4242
bōe chēng,1,1085
bōe chēng bōe,1,1084
bōe giàn,10,1447
bōe ha̍h,10,6534
bōe hiáu,50,1572
bōe hô,5,1564
bōe hù,50,1174
bōe kham chit,1,4465
bōe kham eh,1,4465
bōe kham lit,1,4465
bōe kham tit,5,4465
bōe kì tit,98,4464
bōe lī,10,5538
bōe pháiⁿ,5,5687
bōe pí,5,12427
bōe su,50,8199
bōe sái,100,1405
bōe sái tit,5,4467
bōe sóng,50,6417
bōe tit,1,5357
bōe tàng,100,174
bōe tín bōe tāng,10,5625
bōe ēng tit,100,4466
bōe chêng,1,1085
