input,freq,chhan_id
chhĕⁿ,0,-1
chhehⁿ,0,-1
chhe̍hⁿ,0,-1
jeⁿ,0,-1
jéⁿ,0,-1
jèⁿ,0,-1
jêⁿ,0,-1
jēⁿ,0,-1
jĕⁿ,0,-1
jehⁿ,0,-1
je̍hⁿ,0,-1
kêⁿ,0,-1
kēⁿ,0,-1
kĕⁿ,0,-1
kehⁿ,0,-1
ke̍hⁿ,0,-1
khéⁿ,0,-1
khèⁿ,0,-1
khêⁿ,0,-1
khēⁿ,0,-1
khĕⁿ,0,-1
nge,0,-1
ngé,0,-1
ngè,0,-1
ngê,0,-1
ngĕ,0,-1
heⁿ,0,-1
héⁿ,0,-1
hêⁿ,0,-1
hĕⁿ,0,-1
he̍hⁿ,0,-1
eⁿ,0,-1
éⁿ,0,-1
èⁿ,0,-1
êⁿ,0,-1
ēⁿ,0,-1
ĕⁿ,0,-1
ehⁿ,0,-1
e̍hⁿ,0,-1
pîⁿ,0,-1
pĭⁿ,0,-1
pihⁿ,0,-1
pi̍hⁿ,0,-1
phíⁿ,0,-1
phîⁿ,0,-1
phĭⁿ,0,-1
phihⁿ,0,-1
phi̍hⁿ,0,-1
mí,0,-1
mì,0,-1
mĭ,0,-1
tíⁿ,0,-1
tĭⁿ,0,-1
tihⁿ,0,-1
ti̍hⁿ,0,-1
thíⁿ,0,-1
thìⁿ,0,-1
thîⁿ,0,-1
thĭⁿ,0,-1
thihⁿ,0,-1
thi̍hⁿ,0,-1
nī,0,-1
nĭ,0,-1
síⁿ,0,-1
sîⁿ,0,-1
sĭⁿ,0,-1
sihⁿ,0,-1
si̍hⁿ,0,-1
chĭⁿ,0,-1
chihⁿ,0,-1
chi̍hⁿ,0,-1
chhíⁿ,0,-1
chhìⁿ,0,-1
chhîⁿ,0,-1
chhīⁿ,0,-1
chhĭⁿ,0,-1
chhihⁿ,0,-1
chhi̍hⁿ,0,-1
jiⁿ,0,-1
jíⁿ,0,-1
jìⁿ,0,-1
jîⁿ,0,-1
jīⁿ,0,-1
jĭⁿ,0,-1
jihⁿ,0,-1
ji̍hⁿ,0,-1
kíⁿ,0,-1
kīⁿ,0,-1
kĭⁿ,0,-1
kihⁿ,0,-1
ki̍hⁿ,0,-1
khíⁿ,0,-1
khìⁿ,0,-1
khîⁿ,0,-1
khīⁿ,0,-1
khĭⁿ,0,-1
khihⁿ,0,-1
khi̍hⁿ,0,-1
ngi,0,-1
ngí,0,-1
ngì,0,-1
ngî,0,-1
ngĭ,0,-1
ngih,0,-1
ngi̍h,0,-1
hiⁿ,0,-1
híⁿ,0,-1
hîⁿ,0,-1
hĭⁿ,0,-1
hi̍hⁿ,0,-1
iⁿ,0,-1
ìⁿ,0,-1
īⁿ,0,-1
ĭⁿ,0,-1
ihⁿ,0,-1
i̍hⁿ,0,-1
piaⁿ,0,-1
piâⁿ,0,-1
piāⁿ,0,-1
piăⁿ,0,-1
piahⁿ,0,-1
pia̍hⁿ,0,-1
phiaⁿ,0,-1
phiàⁿ,0,-1
phiāⁿ,0,-1
phiăⁿ,0,-1
phiahⁿ,0,-1
phia̍hⁿ,0,-1
mia,0,-1
miá,0,-1
mià,0,-1
miă,0,-1
miah,0,-1
mia̍h,0,-1
tiaⁿ,0,-1
tiăⁿ,0,-1
tiahⁿ,0,-1
tia̍hⁿ,0,-1
thiáⁿ,0,-1
thiāⁿ,0,-1
thiăⁿ,0,-1
thiahⁿ,0,-1
thia̍hⁿ,0,-1
nia,0,-1
nià,0,-1
niă,0,-1
niah,0,-1
nia̍h,0,-1
siăⁿ,0,-1
siahⁿ,0,-1
sia̍hⁿ,0,-1
chiăⁿ,0,-1
chiahⁿ,0,-1
chia̍hⁿ,0,-1
chhiaⁿ,0,-1
chhiāⁿ,0,-1
chhiăⁿ,0,-1
chhiahⁿ,0,-1
chhia̍hⁿ,0,-1
jiaⁿ,0,-1
jiáⁿ,0,-1
jiàⁿ,0,-1
jiâⁿ,0,-1
jiāⁿ,0,-1
jiăⁿ,0,-1
jiahⁿ,0,-1
jia̍hⁿ,0,-1
kiăⁿ,0,-1
kiahⁿ,0,-1
kia̍hⁿ,0,-1
khiaⁿ,0,-1
khiáⁿ,0,-1
khiàⁿ,0,-1
khiâⁿ,0,-1
khiāⁿ,0,-1
khiăⁿ,0,-1
khiahⁿ,0,-1
khia̍hⁿ,0,-1
ngia,0,-1
ngiá,0,-1
ngià,0,-1
ngiâ,0,-1
ngiā,0,-1
ngiă,0,-1
ngiah,0,-1
ngia̍h,0,-1
hiáⁿ,0,-1
hiàⁿ,0,-1
hiăⁿ,0,-1
hia̍hⁿ,0,-1
iaⁿ,0,-1
iàⁿ,0,-1
iăⁿ,0,-1
iahⁿ,0,-1
ia̍hⁿ,0,-1
póaⁿ,0,-1
pŏaⁿ,0,-1
poahⁿ,0,-1
poa̍hⁿ,0,-1
phóaⁿ,0,-1
phôaⁿ,0,-1
phŏaⁿ,0,-1
phoahⁿ,0,-1
phoa̍hⁿ,0,-1
mòa,0,-1
mōa,0,-1
mŏa,0,-1
moah,0,-1
moa̍h,0,-1
tóaⁿ,0,-1
tŏaⁿ,0,-1
toahⁿ,0,-1
toa̍hⁿ,0,-1
thóaⁿ,0,-1
thôaⁿ,0,-1
thōaⁿ,0,-1
thŏaⁿ,0,-1
thoahⁿ,0,-1
thoa̍hⁿ,0,-1
noa,0,-1
nŏa,0,-1
noah,0,-1
noa̍h,0,-1
sóaⁿ,0,-1
sôaⁿ,0,-1
sōaⁿ,0,-1
sŏaⁿ,0,-1
soahⁿ,0,-1
soa̍hⁿ,0,-1
chóaⁿ,0,-1
chòaⁿ,0,-1
chŏaⁿ,0,-1
choahⁿ,0,-1
choa̍hⁿ,0,-1
chhóaⁿ,0,-1
chhôaⁿ,0,-1
chhōaⁿ,0,-1
chhŏaⁿ,0,-1
chhoahⁿ,0,-1
chhoa̍hⁿ,0,-1
joaⁿ,0,-1
jóaⁿ,0,-1
jòaⁿ,0,-1
jôaⁿ,0,-1
jōaⁿ,0,-1
jŏaⁿ,0,-1
joahⁿ,0,-1
joa̍hⁿ,0,-1
kòaⁿ,0,-1
kŏaⁿ,0,-1
koahⁿ,0,-1
koa̍hⁿ,0,-1
khoaⁿ,0,-1
khóaⁿ,0,-1
khôaⁿ,0,-1
khōaⁿ,0,-1
khŏaⁿ,0,-1
khoahⁿ,0,-1
khoa̍hⁿ,0,-1
ngoa,0,-1
ngóa,0,-1
ngòa,0,-1
ngôa,0,-1
ngōa,0,-1
ngŏa,0,-1
ngoah,0,-1
ngoa̍h,0,-1
hoaⁿ,0,-1
hóaⁿ,0,-1
hòaⁿ,0,-1
hôaⁿ,0,-1
hŏaⁿ,0,-1
hoahⁿ,0,-1
hoa̍hⁿ,0,-1
oaⁿ,0,-1
ôaⁿ,0,-1
ŏaⁿ,0,-1
oahⁿ,0,-1
oa̍hⁿ,0,-1
poeⁿ,0,-1
póeⁿ,0,-1
pòeⁿ,0,-1
pôeⁿ,0,-1
pōeⁿ,0,-1
pŏeⁿ,0,-1
poehⁿ,0,-1
poe̍hⁿ,0,-1
phoeⁿ,0,-1
phóeⁿ,0,-1
phòeⁿ,0,-1
phôeⁿ,0,-1
phōeⁿ,0,-1
phŏeⁿ,0,-1
phoehⁿ,0,-1
phoe̍hⁿ,0,-1
moe,0,-1
mòe,0,-1
mōe,0,-1
mŏe,0,-1
moeh,0,-1
moe̍h,0,-1
toeⁿ,0,-1
tóeⁿ,0,-1
tòeⁿ,0,-1
tôeⁿ,0,-1
tōeⁿ,0,-1
tŏeⁿ,0,-1
toehⁿ,0,-1
toe̍hⁿ,0,-1
thoeⁿ,0,-1
thóeⁿ,0,-1
thòeⁿ,0,-1
thôeⁿ,0,-1
thōeⁿ,0,-1
thŏeⁿ,0,-1
thoehⁿ,0,-1
thoe̍hⁿ,0,-1
noe,0,-1
nóe,0,-1
nòe,0,-1
nôe,0,-1
nōe,0,-1
nŏe,0,-1
noeh,0,-1
noe̍h,0,-1
soeⁿ,0,-1
sóeⁿ,0,-1
sòeⁿ,0,-1
sôeⁿ,0,-1
sōeⁿ,0,-1
sŏeⁿ,0,-1
soehⁿ,0,-1
soe̍hⁿ,0,-1
choeⁿ,0,-1
chóeⁿ,0,-1
chòeⁿ,0,-1
chôeⁿ,0,-1
chōeⁿ,0,-1
chŏeⁿ,0,-1
choehⁿ,0,-1
choe̍hⁿ,0,-1
chhoeⁿ,0,-1
chhóeⁿ,0,-1
chhòeⁿ,0,-1
chhôeⁿ,0,-1
chhōeⁿ,0,-1
chhŏeⁿ,0,-1
chhoehⁿ,0,-1
chhoe̍hⁿ,0,-1
joeⁿ,0,-1
jóeⁿ,0,-1
jòeⁿ,0,-1
jôeⁿ,0,-1
jōeⁿ,0,-1
jŏeⁿ,0,-1
joehⁿ,0,-1
joe̍hⁿ,0,-1
koeⁿ,0,-1
kóeⁿ,0,-1
kòeⁿ,0,-1
kôeⁿ,0,-1
kōeⁿ,0,-1
kŏeⁿ,0,-1
koehⁿ,0,-1
koe̍hⁿ,0,-1
khoeⁿ,0,-1
khóeⁿ,0,-1
khòeⁿ,0,-1
khôeⁿ,0,-1
khōeⁿ,0,-1
khŏeⁿ,0,-1
khoehⁿ,0,-1
khoe̍hⁿ,0,-1
ngoe,0,-1
ngóe,0,-1
ngòe,0,-1
ngôe,0,-1
ngōe,0,-1
ngŏe,0,-1
hoeⁿ,0,-1
hóeⁿ,0,-1
hòeⁿ,0,-1
hôeⁿ,0,-1
hōeⁿ,0,-1
hŏeⁿ,0,-1
hoehⁿ,0,-1
hoe̍hⁿ,0,-1
oeⁿ,0,-1
óeⁿ,0,-1
òeⁿ,0,-1
ôeⁿ,0,-1
ōeⁿ,0,-1
ŏeⁿ,0,-1
oehⁿ,0,-1
oe̍hⁿ,0,-1
puiⁿ,0,-1
púiⁿ,0,-1
pùiⁿ,0,-1
pûiⁿ,0,-1
pŭiⁿ,0,-1
puihⁿ,0,-1
pu̍ihⁿ,0,-1
phuiⁿ,0,-1
phúiⁿ,0,-1
phùiⁿ,0,-1
phûiⁿ,0,-1
phūiⁿ,0,-1
phŭiⁿ,0,-1
phuihⁿ,0,-1
phu̍ihⁿ,0,-1
mui,0,-1
mùi,0,-1
mūi,0,-1
mŭi,0,-1
muih,0,-1
mu̍ih,0,-1
tuiⁿ,0,-1
túiⁿ,0,-1
tùiⁿ,0,-1
tûiⁿ,0,-1
tūiⁿ,0,-1
tŭiⁿ,0,-1
tuihⁿ,0,-1
tu̍ihⁿ,0,-1
thuiⁿ,0,-1
thúiⁿ,0,-1
thùiⁿ,0,-1
thûiⁿ,0,-1
thūiⁿ,0,-1
thŭiⁿ,0,-1
thuihⁿ,0,-1
thu̍ihⁿ,0,-1
nui,0,-1
núi,0,-1
nùi,0,-1
nûi,0,-1
nŭi,0,-1
nuih,0,-1
nu̍ih,0,-1
súiⁿ,0,-1
sùiⁿ,0,-1
sûiⁿ,0,-1
sūiⁿ,0,-1
sŭiⁿ,0,-1
suihⁿ,0,-1
su̍ihⁿ,0,-1
chuiⁿ,0,-1
chúiⁿ,0,-1
chùiⁿ,0,-1
chûiⁿ,0,-1
chŭiⁿ,0,-1
chuihⁿ,0,-1
chu̍ihⁿ,0,-1
chhuiⁿ,0,-1
chhúiⁿ,0,-1
chhùiⁿ,0,-1
chhûiⁿ,0,-1
chhūiⁿ,0,-1
chhŭiⁿ,0,-1
chhuihⁿ,0,-1
chhu̍ihⁿ,0,-1
juiⁿ,0,-1
júiⁿ,0,-1
jùiⁿ,0,-1
jûiⁿ,0,-1
jūiⁿ,0,-1
jŭiⁿ,0,-1
juihⁿ,0,-1
ju̍ihⁿ,0,-1
kùiⁿ,0,-1
kŭiⁿ,0,-1
kuihⁿ,0,-1
ku̍ihⁿ,0,-1
khuiⁿ,0,-1
khúiⁿ,0,-1
khùiⁿ,0,-1
khûiⁿ,0,-1
khūiⁿ,0,-1
khŭiⁿ,0,-1
khuihⁿ,0,-1
khu̍ihⁿ,0,-1
ngui,0,-1
ngúi,0,-1
ngùi,0,-1
ngûi,0,-1
ngūi,0,-1
ngŭi,0,-1
nguih,0,-1
ngu̍ih,0,-1
huiⁿ,0,-1
húiⁿ,0,-1
hùiⁿ,0,-1
hūiⁿ,0,-1
hŭiⁿ,0,-1
huihⁿ,0,-1
hu̍ihⁿ,0,-1
uiⁿ,0,-1
ùiⁿ,0,-1
ūiⁿ,0,-1
ŭiⁿ,0,-1
uihⁿ,0,-1
u̍ihⁿ,0,-1
pṳiⁿ,0,-1
pṳ́iⁿ,0,-1
pṳ̀iⁿ,0,-1
pṳ̂iⁿ,0,-1
pṳ̄iⁿ,0,-1
pṳ̆iⁿ,0,-1
pṳihⁿ,0,-1
pṳ̍ihⁿ,0,-1
phṳiⁿ,0,-1
phṳ́iⁿ,0,-1
phṳ̀iⁿ,0,-1
phṳ̂iⁿ,0,-1
phṳ̄iⁿ,0,-1
phṳ̆iⁿ,0,-1
phṳihⁿ,0,-1
phṳ̍ihⁿ,0,-1
mṳi,0,-1
mṳ́i,0,-1
mṳ̀i,0,-1
mṳ̂i,0,-1
mṳ̄i,0,-1
mṳ̆i,0,-1
mṳih,0,-1
mṳ̍ih,0,-1
tṳiⁿ,0,-1
tṳ́iⁿ,0,-1
tṳ̀iⁿ,0,-1
tṳ̂iⁿ,0,-1
tṳ̄iⁿ,0,-1
tṳ̆iⁿ,0,-1
tṳihⁿ,0,-1
tṳ̍ihⁿ,0,-1
thṳiⁿ,0,-1
thṳ́iⁿ,0,-1
thṳ̀iⁿ,0,-1
thṳ̂iⁿ,0,-1
thṳ̄iⁿ,0,-1
thṳ̆iⁿ,0,-1
thṳihⁿ,0,-1
thṳ̍ihⁿ,0,-1
nṳi,0,-1
nṳ́i,0,-1
nṳ̀i,0,-1
nṳ̂i,0,-1
nṳ̄i,0,-1
nṳ̆i,0,-1
nṳih,0,-1
nṳ̍ih,0,-1
sṳiⁿ,0,-1
sṳ́iⁿ,0,-1
sṳ̀iⁿ,0,-1
sṳ̂iⁿ,0,-1
sṳ̄iⁿ,0,-1
sṳ̆iⁿ,0,-1
sṳihⁿ,0,-1
sṳ̍ihⁿ,0,-1
chṳiⁿ,0,-1
chṳ́iⁿ,0,-1
chṳ̀iⁿ,0,-1
chṳ̂iⁿ,0,-1
chṳ̄iⁿ,0,-1
chṳ̆iⁿ,0,-1
chṳihⁿ,0,-1
chṳ̍ihⁿ,0,-1
chhṳiⁿ,0,-1
chhṳ́iⁿ,0,-1
chhṳ̀iⁿ,0,-1
chhṳ̂iⁿ,0,-1
chhṳ̄iⁿ,0,-1
chhṳ̆iⁿ,0,-1
chhṳihⁿ,0,-1
chhṳ̍ihⁿ,0,-1
jṳiⁿ,0,-1
jṳ́iⁿ,0,-1
jṳ̀iⁿ,0,-1
jṳ̂iⁿ,0,-1
jṳ̄iⁿ,0,-1
jṳ̆iⁿ,0,-1
jṳihⁿ,0,-1
jṳ̍ihⁿ,0,-1
kṳiⁿ,0,-1
kṳ́iⁿ,0,-1
kṳ̀iⁿ,0,-1
kṳ̂iⁿ,0,-1
kṳ̄iⁿ,0,-1
kṳ̆iⁿ,0,-1
kṳihⁿ,0,-1
kṳ̍ihⁿ,0,-1
khṳiⁿ,0,-1
khṳ́iⁿ,0,-1
khṳ̀iⁿ,0,-1
khṳ̂iⁿ,0,-1
khṳ̄iⁿ,0,-1
khṳ̆iⁿ,0,-1
khṳihⁿ,0,-1
khṳ̍ihⁿ,0,-1
ngṳi,0,-1
ngṳ́i,0,-1
ngṳ̀i,0,-1
ngṳ̂i,0,-1
ngṳ̄i,0,-1
ngṳ̆i,0,-1
ngṳih,0,-1
ngṳ̍ih,0,-1
hṳiⁿ,0,-1
hṳ́iⁿ,0,-1
hṳ̀iⁿ,0,-1
hṳ̂iⁿ,0,-1
hṳ̄iⁿ,0,-1
hṳ̆iⁿ,0,-1
hṳihⁿ,0,-1
hṳ̍ihⁿ,0,-1
ṳiⁿ,0,-1
ṳ́iⁿ,0,-1
ṳ̀iⁿ,0,-1
ṳ̂iⁿ,0,-1
ṳ̄iⁿ,0,-1
ṳ̆iⁿ,0,-1
ṳihⁿ,0,-1
ṳ̍ihⁿ,0,-1
piuⁿ,0,-1
piúⁿ,0,-1
piùⁿ,0,-1
piûⁿ,0,-1
piūⁿ,0,-1
piŭⁿ,0,-1
piuhⁿ,0,-1
piu̍hⁿ,0,-1
phiuⁿ,0,-1
phiúⁿ,0,-1
phiùⁿ,0,-1
phiûⁿ,0,-1
phiūⁿ,0,-1
phiŭⁿ,0,-1
phiuhⁿ,0,-1
phiu̍hⁿ,0,-1
miu,0,-1
miú,0,-1
miù,0,-1
miû,0,-1
miū,0,-1
miŭ,0,-1
miuh,0,-1
miu̍h,0,-1
tiúⁿ,0,-1
tiūⁿ,0,-1
tiŭⁿ,0,-1
tiuhⁿ,0,-1
tiu̍hⁿ,0,-1
thiuⁿ,0,-1
thiúⁿ,0,-1
thiùⁿ,0,-1
thiûⁿ,0,-1
thiūⁿ,0,-1
thiŭⁿ,0,-1
thiuhⁿ,0,-1
thiu̍hⁿ,0,-1
niu,0,-1
niù,0,-1
niŭ,0,-1
niuh,0,-1
niu̍h,0,-1
siúⁿ,0,-1
siŭⁿ,0,-1
siuhⁿ,0,-1
siu̍hⁿ,0,-1
chiûⁿ,0,-1
chiŭⁿ,0,-1
chiuhⁿ,0,-1
chiu̍hⁿ,0,-1
chhiûⁿ,0,-1
chhiŭⁿ,0,-1
chhiuhⁿ,0,-1
chhiu̍hⁿ,0,-1
jiuⁿ,0,-1
jiúⁿ,0,-1
jiùⁿ,0,-1
jiûⁿ,0,-1
jiūⁿ,0,-1
jiŭⁿ,0,-1
jiuhⁿ,0,-1
jiu̍hⁿ,0,-1
kiúⁿ,0,-1
kiùⁿ,0,-1
kiûⁿ,0,-1
kiūⁿ,0,-1
kiŭⁿ,0,-1
kiuhⁿ,0,-1
kiu̍hⁿ,0,-1
khiúⁿ,0,-1
khiùⁿ,0,-1
khiûⁿ,0,-1
khiūⁿ,0,-1
khiŭⁿ,0,-1
khiuhⁿ,0,-1
khiu̍hⁿ,0,-1
ngiu,0,-1
ngiú,0,-1
ngiù,0,-1
ngiû,0,-1
ngiū,0,-1
ngiŭ,0,-1
ngiuh,0,-1
ngiu̍h,0,-1
hiúⁿ,0,-1
hiùⁿ,0,-1
hiûⁿ,0,-1
hiūⁿ,0,-1
hiŭⁿ,0,-1
hiuhⁿ,0,-1
iuⁿ,0,-1
iùⁿ,0,-1
iŭⁿ,0,-1
iuhⁿ,0,-1
iu̍hⁿ,0,-1
paiⁿ,0,-1
pàiⁿ,0,-1
pâiⁿ,0,-1
pāiⁿ,0,-1
păiⁿ,0,-1
paihⁿ,0,-1
pa̍ihⁿ,0,-1
phaiⁿ,0,-1
phàiⁿ,0,-1
phâiⁿ,0,-1
phăiⁿ,0,-1
phaihⁿ,0,-1
pha̍ihⁿ,0,-1
mai,0,-1
mâi,0,-1
măi,0,-1
maih,0,-1
ma̍ih,0,-1
taiⁿ,0,-1
táiⁿ,0,-1
tàiⁿ,0,-1
tâiⁿ,0,-1
tāiⁿ,0,-1
tăiⁿ,0,-1
taihⁿ,0,-1
ta̍ihⁿ,0,-1
thaiⁿ,0,-1
tháiⁿ,0,-1
thàiⁿ,0,-1
thâiⁿ,0,-1
thāiⁿ,0,-1
thăiⁿ,0,-1
thaihⁿ,0,-1
tha̍ihⁿ,0,-1
nai,0,-1
nái,0,-1
nài,0,-1
nâi,0,-1
nāi,0,-1
năi,0,-1
na̍ih,0,-1
saiⁿ,0,-1
sáiⁿ,0,-1
sàiⁿ,0,-1
sâiⁿ,0,-1
sāiⁿ,0,-1
săiⁿ,0,-1
saihⁿ,0,-1
sa̍ihⁿ,0,-1
chaiⁿ,0,-1
chàiⁿ,0,-1
châiⁿ,0,-1
chāiⁿ,0,-1
chăiⁿ,0,-1
chaihⁿ,0,-1
cha̍ihⁿ,0,-1
chhaiⁿ,0,-1
chháiⁿ,0,-1
chhàiⁿ,0,-1
chhâiⁿ,0,-1
chhāiⁿ,0,-1
chhăiⁿ,0,-1
chhaihⁿ,0,-1
chha̍ihⁿ,0,-1
jaiⁿ,0,-1
jáiⁿ,0,-1
jàiⁿ,0,-1
jâiⁿ,0,-1
jāiⁿ,0,-1
jăiⁿ,0,-1
jaihⁿ,0,-1
ja̍ihⁿ,0,-1
káiⁿ,0,-1
kàiⁿ,0,-1
kāiⁿ,0,-1
kăiⁿ,0,-1
kaihⁿ,0,-1
ka̍ihⁿ,0,-1
khaiⁿ,0,-1
kháiⁿ,0,-1
khàiⁿ,0,-1
khâiⁿ,0,-1
khāiⁿ,0,-1
khăiⁿ,0,-1
khaihⁿ,0,-1
kha̍ihⁿ,0,-1
ngai,0,-1
ngái,0,-1
ngài,0,-1
ngâi,0,-1
ngăi,0,-1
ngaih,0,-1
nga̍ih,0,-1
háiⁿ,0,-1
hăiⁿ,0,-1
ha̍ihⁿ,0,-1
aiⁿ,0,-1
áiⁿ,0,-1
àiⁿ,0,-1
âiⁿ,0,-1
ăiⁿ,0,-1
aihⁿ,0,-1
a̍ihⁿ,0,-1
poaiⁿ,0,-1
poáiⁿ,0,-1
poàiⁿ,0,-1
poâiⁿ,0,-1
poāiⁿ,0,-1
poăiⁿ,0,-1
poaihⁿ,0,-1
poa̍ihⁿ,0,-1
phoaiⁿ,0,-1
phoáiⁿ,0,-1
phoàiⁿ,0,-1
phoâiⁿ,0,-1
phoāiⁿ,0,-1
phoăiⁿ,0,-1
phoaihⁿ,0,-1
phoa̍ihⁿ,0,-1
moai,0,-1
moái,0,-1
moài,0,-1
moāi,0,-1
moăi,0,-1
moaih,0,-1
moa̍ih,0,-1
toaiⁿ,0,-1
toáiⁿ,0,-1
toàiⁿ,0,-1
toâiⁿ,0,-1
toāiⁿ,0,-1
toăiⁿ,0,-1
toaihⁿ,0,-1
toa̍ihⁿ,0,-1
thoaiⁿ,0,-1
thoáiⁿ,0,-1
thoàiⁿ,0,-1
thoâiⁿ,0,-1
thoāiⁿ,0,-1
thoăiⁿ,0,-1
thoaihⁿ,0,-1
thoa̍ihⁿ,0,-1
noai,0,-1
noái,0,-1
noài,0,-1
noâi,0,-1
noāi,0,-1
noăi,0,-1
noaih,0,-1
noa̍ih,0,-1
soaiⁿ,0,-1
soáiⁿ,0,-1
soàiⁿ,0,-1
soâiⁿ,0,-1
soāiⁿ,0,-1
soăiⁿ,0,-1
soaihⁿ,0,-1
soa̍ihⁿ,0,-1
choaiⁿ,0,-1
choáiⁿ,0,-1
choàiⁿ,0,-1
choâiⁿ,0,-1
choāiⁿ,0,-1
choăiⁿ,0,-1
choaihⁿ,0,-1
choa̍ihⁿ,0,-1
chhoaiⁿ,0,-1
chhoáiⁿ,0,-1
chhoàiⁿ,0,-1
chhoâiⁿ,0,-1
chhoāiⁿ,0,-1
chhoăiⁿ,0,-1
chhoaihⁿ,0,-1
chhoa̍ihⁿ,0,-1
joaiⁿ,0,-1
joáiⁿ,0,-1
joàiⁿ,0,-1
joâiⁿ,0,-1
joāiⁿ,0,-1
joăiⁿ,0,-1
joaihⁿ,0,-1
joa̍ihⁿ,0,-1
koàiⁿ,0,-1
koăiⁿ,0,-1
koaihⁿ,0,-1
koa̍ihⁿ,0,-1
khoaiⁿ,0,-1
khoáiⁿ,0,-1
khoàiⁿ,0,-1
khoâiⁿ,0,-1
khoāiⁿ,0,-1
khoăiⁿ,0,-1
khoaihⁿ,0,-1
khoa̍ihⁿ,0,-1
ngoai,0,-1
ngoái,0,-1
ngoài,0,-1
ngoâi,0,-1
ngoāi,0,-1
ngoăi,0,-1
ngoaih,0,-1
ngoa̍ih,0,-1
hoaiⁿ,0,-1
hoáiⁿ,0,-1
hoàiⁿ,0,-1
hoāiⁿ,0,-1
hoăiⁿ,0,-1
hoaihⁿ,0,-1
hoa̍ihⁿ,0,-1
oaiⁿ,0,-1
oáiⁿ,0,-1
oàiⁿ,0,-1
oâiⁿ,0,-1
oāiⁿ,0,-1
oăiⁿ,0,-1
oaihⁿ,0,-1
oa̍ihⁿ,0,-1
pauⁿ,0,-1
páuⁿ,0,-1
pàuⁿ,0,-1
pâuⁿ,0,-1
pāuⁿ,0,-1
păuⁿ,0,-1
pauhⁿ,0,-1
pa̍uhⁿ,0,-1
phauⁿ,0,-1
pháuⁿ,0,-1
phàuⁿ,0,-1
phâuⁿ,0,-1
phāuⁿ,0,-1
phăuⁿ,0,-1
phauhⁿ,0,-1
pha̍uhⁿ,0,-1
máu,0,-1
màu,0,-1
mâu,0,-1
māu,0,-1
mău,0,-1
mauh,0,-1
ma̍uh,0,-1
tauⁿ,0,-1
táuⁿ,0,-1
tàuⁿ,0,-1
tâuⁿ,0,-1
tāuⁿ,0,-1
tăuⁿ,0,-1
tauhⁿ,0,-1
ta̍uhⁿ,0,-1
thauⁿ,0,-1
tháuⁿ,0,-1
thàuⁿ,0,-1
thâuⁿ,0,-1
thāuⁿ,0,-1
thăuⁿ,0,-1
thauhⁿ,0,-1
tha̍uhⁿ,0,-1
nau,0,-1
nàu,0,-1
nâu,0,-1
nāu,0,-1
nău,0,-1
nauh,0,-1
na̍uh,0,-1
sauⁿ,0,-1
sáuⁿ,0,-1
sàuⁿ,0,-1
sâuⁿ,0,-1
sāuⁿ,0,-1
săuⁿ,0,-1
sauhⁿ,0,-1
sa̍uhⁿ,0,-1
chauⁿ,0,-1
cháuⁿ,0,-1
chàuⁿ,0,-1
châuⁿ,0,-1
chāuⁿ,0,-1
chăuⁿ,0,-1
chauhⁿ,0,-1
cha̍uhⁿ,0,-1
chhauⁿ,0,-1
chháuⁿ,0,-1
chhàuⁿ,0,-1
chhâuⁿ,0,-1
chhāuⁿ,0,-1
chhăuⁿ,0,-1
chhauhⁿ,0,-1
chha̍uhⁿ,0,-1
jauⁿ,0,-1
jáuⁿ,0,-1
jàuⁿ,0,-1
jâuⁿ,0,-1
jāuⁿ,0,-1
jăuⁿ,0,-1
jauhⁿ,0,-1
ja̍uhⁿ,0,-1
kauⁿ,0,-1
káuⁿ,0,-1
kàuⁿ,0,-1
kâuⁿ,0,-1
kāuⁿ,0,-1
kăuⁿ,0,-1
kauhⁿ,0,-1
ka̍uhⁿ,0,-1
khauⁿ,0,-1
kháuⁿ,0,-1
khàuⁿ,0,-1
khâuⁿ,0,-1
khāuⁿ,0,-1
khăuⁿ,0,-1
khauhⁿ,0,-1
kha̍uhⁿ,0,-1
ngau,0,-1
ngáu,0,-1
ngàu,0,-1
ngâu,0,-1
ngāu,0,-1
ngău,0,-1
ngauh,0,-1
nga̍uh,0,-1
hauⁿ,0,-1
háuⁿ,0,-1
hâuⁿ,0,-1
hāuⁿ,0,-1
hăuⁿ,0,-1
hauhⁿ,0,-1
auⁿ,0,-1
áuⁿ,0,-1
àuⁿ,0,-1
âuⁿ,0,-1
āuⁿ,0,-1
ăuⁿ,0,-1
auhⁿ,0,-1
a̍uhⁿ,0,-1
piauⁿ,0,-1
piáuⁿ,0,-1
piàuⁿ,0,-1
piâuⁿ,0,-1
piāuⁿ,0,-1
piăuⁿ,0,-1
piauhⁿ,0,-1
pia̍uhⁿ,0,-1
phiauⁿ,0,-1
phiáuⁿ,0,-1
phiàuⁿ,0,-1
phiâuⁿ,0,-1
phiāuⁿ,0,-1
phiăuⁿ,0,-1
phiauhⁿ,0,-1
phia̍uhⁿ,0,-1
miau,0,-1
miáu,0,-1
miàu,0,-1
miâu,0,-1
miāu,0,-1
miău,0,-1
miauh,0,-1
mia̍uh,0,-1
tiauⁿ,0,-1
tiáuⁿ,0,-1
tiàuⁿ,0,-1
tiâuⁿ,0,-1
tiāuⁿ,0,-1
tiăuⁿ,0,-1
tiauhⁿ,0,-1
